Question,Answer,Explanation,Steps,Digit,Grade
১ সে.মি. সমান কত মি.মি.,১০ মি.মি.,১ সেন্টিমিটার = ১০ মিলিমিটার।,১,১,seven
১ বর্গ সেন্টিমিটার সমান কত বর্গ ইঞ্চি,০.১৫৫ বর্গ ইঞ্চি (প্রায়),এটি একটি প্রতিষ্ঠিত পরিমাপের রূপান্তর।,১,১,seven
একটি ত্রিভুজের ক্ষেত্রফল ২১৬ বর্গমিটার ও ভূমি ২৪ মিটার হলে উচ্চতা কত,১৮ মিটার,উচ্চতা = (২ × ২১৬) / ২৪ = ১৮ মিটার।,২,৩,seven
১ ফুটে কত ইঞ্চি,১২ ইঞ্চি,১ ফুট = ১২ ইঞ্চি।,১,২,seven
১ মাইলে কত কিলোমিটার,১.৬১ কিলোমিটার (প্রায়),১ মাইল ≈ ১.৬১ কিলোমিটার।,১,২,seven
১ কিলোমিটারে কত মাইল,০.৬২ মাইল (প্রায়),১ কিলোমিটার ≈ ০.৬২ মাইল।,১,২,seven
১ মেট্রিক টন সমান কত কিলোগ্রাম,১০০০ কিলোগ্রাম,১ মেট্রিক টন = ১০০০ কিলোগ্রাম।,১,২,seven
১ বর্গমিটারে কত বর্গ ডেসিমিটার,১০০ বর্গ ডেসিমিটার,১ মিটার = ১০ ডেসিমিটার। ১ বর্গমিটার = ১০² = ১০০ বর্গ ডেসিমিটার।,১,১,seven
কোন নির্দিষ্ট সীমারেখা দ্বারা আবদ্ধ ক্ষেত্রের পরিমাপকে কী বলে,কালি বা ক্ষেত্রফল,এটি ক্ষেত্রফলের সংজ্ঞা।,১,-,seven
একটি আয়তাকার জমির দৈর্ঘ্য ৪০ মিটার এবং প্রস্থ ১৫ মিটার হলে ক্ষেত্রফল কত,৬০০ বর্গ মিটার,ক্ষেত্রফল = ৪০ × ১৫ = ৬০০ বর্গ মিটার।,১,২,seven
একটি সামান্তরিকের ভূমি ২ মিটার এবং উচ্চতা ১ মিটার হলে ক্ষেত্রফল কত,২০০০০ বর্গ সে.মি.,ক্ষেত্রফল = ২ × ১ = ২ বর্গমিটার = ২০০০০ বর্গ সে.মি.।,১,১,seven
ঘনকের সমগ্রতলের ক্ষেত্রফল নির্ণয়ের সূত্র কী,৬ × (দৈর্ঘ্য)²,ঘনকের ৬টি সমান তল থাকে যার প্রতিটির ক্ষেত্রফল (দৈর্ঘ্য)²।,১,-,seven
১ বর্গ ইঞ্চি সমান কত বর্গ সেন্টিমিটার,৬.৪৫ বর্গ সেন্টিমিটার (প্রায়),এটি একটি প্রতিষ্ঠিত পরিমাপের রূপান্তর।,১,১,seven
৩ কিলোমিটার সমান কত মিটার,৩০০০ মিটার,১ কিলোমিটার = ১০০০ মিটার। ৩ কিলোমিটার = ৩০০০ মিটার।,১,২,seven
সামান্তরিকের ক্ষেত্রফল নির্ণয়ের সূত্র কী,ভূমি × উচ্চতা,এটি সামান্তরিকের ক্ষেত্রফল নির্ণয়ের সূত্র।,১,-,seven
১ হেক্টর সমান কত বর্গমিটার,১০০০০ বর্গমিটার,১ হেক্টর = ১০০০০ বর্গমিটার।,১,৩,seven
১ একর সমান কত বর্গগজ,৪৮৪০ বর্গগজ,১ একর = ৪৮৪০ বর্গগজ।,১,৩,seven
১ লিটার বিশুদ্ধ পানির ওজন কত,১ কিলোগ্রাম,১ লিটার বা ১০০০ ঘন সে.মি. বিশুদ্ধ পানির ওজন ১ কিলোগ্রাম।,১,১,seven
১ কুইন্টাল সমান কত কিলোগ্রাম,১০০ কিলোগ্রাম,১ কুইন্টাল = ১০০ কিলোগ্রাম।,১,২,seven
১ মিটার সমান কত ইঞ্চি,৩৯.৩৭ ইঞ্চি (প্রায়),১ মিটার ≈ ৩৯.৩৭ ইঞ্চি।,১,২,seven
১ গজ সমান কত মিটার,০.৯১৪৪ মিটার,১ গজ = ০.৯১৪৪ মিটার।,১,১,seven
১ ঘনমিটার সমান কত লিটার,১০০০ লিটার,১ ঘনমিটার = ১০০০ লিটার।,১,২,seven
১ চেইন সমান কত গজ,২২ গজ,১ চেইন = ২২ গজ।,১,১,seven
১ বর্গমাইল সমান কত একর,৬৪০ একর,১ বর্গমাইল = ৬৪০ একর।,১,৩,seven
১ নটিক্যাল মাইল সমান কত কিলোমিটার,১.৮৫২ কিলোমিটার,১ নটিক্যাল মাইল = ১.৮৫২ কিলোমিটার।,১,২,seven
একটি আয়তাকার ক্ষেত্রের দৈর্ঘ্য ২০ মিটার ও প্রস্থ ১৫ মিটার। এর ক্ষেত্রফল কত এয়র,৩ এয়র,ক্ষেত্রফল = ৩০০ বর্গমিটার। ১ এয়র = ১০০ বর্গমিটার। সুতরাং ক্ষেত্রফল ৩ এয়র।,১,২,seven
একটি বর্গাকার জমির বাহু ১০ মিটার। এর ক্ষেত্রফল কত হেক্টর,০.০১ হেক্টর,ক্ষেত্রফল = ১০০ বর্গমিটার। ১ হেক্টর = ১০০০০ বর্গমিটার। সুতরাং ক্ষেত্রফল ০.০১ হেক্টর।,১,২,seven
১ কিলোগ্রাম সমান কত পাউন্ড,২.২ পাউন্ড (প্রায়),১ কিলোগ্রাম ≈ ২.২ পাউন্ড।,১,২,seven
১ গ্যালন সমান কত লিটার,৪.৫৪৬ লিটার (প্রায়),ব্রিটিশ পদ্ধতিতে ১ গ্যালন ≈ ৪.৫৪৬ লিটার।,১,২,seven
একটি পুকুরের দৈর্ঘ্য ৩২ মিটার প্রস্থ ২০ মিটার ও গভীরতা ৩ মিটার। পুকুরে কত লিটার পানি ধরবে,১৯২০০০০ লিটার,আয়তন = ৩২×২০×৩=১৯২০ ঘনমিটার। ১ ঘনমিটার=১০০০ লিটার। মোট পানি ১৯২০০০০ লিটার।,৩,২,seven
একটি ত্রিভুজের তিনটি বাহুর দৈর্ঘ্য যথাক্রমে ৫ ৬ ও ৭ সেমি। এর পরিসীমা কত,১৮ সেমি,পরিসীমা = ৫+৬+৭ = ১৮ সেমি।,১,১,seven
একটি বৃত্তের ব্যাসার্ধ ৭ সেমি হলে এর পরিধি কত,৪৪ সেমি (প্রায়),পরিধি = ২πr = ২ × (২২/৭) × ৭ = ৪৪ সেমি।,২,১,seven
একটি বৃত্তের ব্যাস ১৪ মিটার হলে এর ক্ষেত্রফল কত,১৫৪ বর্গমিটার (প্রায়),ব্যাসার্ধ ৭ মিটার। ক্ষেত্রফল = πr² = (২২/৭) × ৭² = ১৫৪ বর্গমিটার।,২,২,seven
১ মাইল সমান কত গজ,১৭৬০ গজ,১ মাইল = ১৭৬০ গজ।,১,২,seven
একটি চৌবাচ্চার দৈর্ঘ্য ২ মিটার প্রস্থ ১.৫ মিটার ও উচ্চতা ১ মিটার। এর ধারণক্ষমতা কত লিটার,৩০০০ লিটার,আয়তন = ২×১.৫×১=৩ ঘনমিটার। ধারণক্ষমতা ৩০০০ লিটার।,৩,১,seven
১ এয়র সমান কত বর্গমিটার,১০০ বর্গমিটার,এটি পরিমাপের একটি একক।,১,৩,seven
একটি আয়তাকার বাক্সের আয়তন ২৪ ঘনমিটার। এর দৈর্ঘ্য ৪ মিটার ও প্রস্থ ৩ মিটার হলে উচ্চতা কত,২ মিটার,উচ্চতা = আয়তন / (দৈর্ঘ্য × প্রস্থ) = ২৪ / (৪×৩) = ২ মিটার।,৩,১,seven
একটি রম্বসের কর্ণদ্বয় ৬ সেমি ও ৮ সেমি হলে এর ক্ষেত্রফল কত,২৪ বর্গ সেমি,ক্ষেত্রফল = (১/২) × কর্ণদ্বয়ের গুণফল = (১/২) × ৬ × ৮ = ২৪ বর্গ সেমি।,১,১,seven
তিন বা ততোধিক রাশির অনুপাতকে কী বলা হয়?,বহুরাশিক অনুপাত,"সংজ্ঞানুসারে, তিন বা ততোধিক রাশির অনুপাতকে বহুরাশিক অনুপাত বলে।",১,-,seven
দুইটি অনুপাতকে একীভূত করে একটি নতুন অনুপাত তৈরির প্রক্রিয়াকে কী বলে?,ধারাবাহিক অনুপাত,প্রথম অনুপাতের উত্তর রাশি দ্বারা দ্বিতীয় অনুপাতের উভয় রাশিকে এবং দ্বিতীয় অনুপাতের পূর্ব রাশি দ্বারা প্রথমটির উভয় রাশিকে গুণ করে ধারাবাহিক অনুপাত তৈরি করা হয়।,১,-,seven
